,stay,N,S,W,E,NW,SW,NE,SE
[ 0.35  0.15  0.   -1.  ],440.7490460585909,561.0885864070435,207.58971760638065,337.91777537468187,581.9223606686668,323.1752382508282,316.1184859784662,955.1323633933475,538.4831499382809
[ 0.35  0.05  0.   -1.  ],6.726562575300644,372.9803068328727,9.199906249770958,-0.9259737587144429,43.9418174156611,17.269976824174535,30.167429279396693,-0.36194629976743187,-0.991426156081109
[ 0.35  0.25  0.   -1.  ],6.773366056496835,13.288139982703987,186.00728705595284,60.258371245334324,946.138287920438,20.23172091957629,50.81824955761212,48.751941136546165,60.28309026364345
[ 0.25  0.35  0.   -1.  ],-1.158582079143716,-1.3721969789868993,-1.1295872842611205,-1.5867704135905945,109.56649700655784,-1.2896403532898129,-1.43008359014463,-1.7002983099675149,-0.8494115292614042
[ 0.25  0.15  0.   -1.  ],16.52299979743025,16.224947590903895,2.7637132456017053,3.3014326454947867,12.270243264321614,20.962736652173337,6.957611104012164,593.3427490368242,9.613615628121272
[ 0.15  0.15  0.   -1.  ],-1.8440716548102511,-2.211657089882225,-1.7869036227141888,-2.2247563769882546,-1.8510134867278063,-2.0278899859040362,-1.9611339246962434,14.270646318598153,6.106759377980038
[ 0.05  0.05  0.   -1.  ],-1.818881807285149,-1.8218176439307894,-1.8559967589028783,-1.679869259989921,-1.5912892365440725,-1.8133353616150327,-1.7030460537306626,-2.078453869107222,-1.8219007818468467
[ 0.05  0.15  0.   -1.  ],-1.7318911422110799,-1.9864304630160434,-1.5935042769814958,-1.7303261391318001,-1.7913226871313512,-2.0026670912170714,-1.8410323257413928,-2.0624662227878403,-2.0370790346842944
[ 0.25  0.05  0.   -1.  ],39.427186739163275,0.7931315490490227,64.18773536495594,-0.5469572543894416,3.456512238054445,-2.095213678716936,12.865467262327313,436.0329747005901,-2.495605437639782
[ 0.15  0.05  0.   -1.  ],-2.0791976980222118,-2.050185503659124,-1.7030058111264916,-2.1344752056222984,-1.637850202683866,-1.7384744504726106,-1.515506607150719,45.266381404066756,-2.002517709084021
[ 0.35  0.35  0.   -1.  ],10.93189002411003,3.4929257105748013,35.12514605294769,22.783047680274738,5.873383876342377,48.43482183638143,9.247156990264418,0.333488601617301,684.3793360901166
[ 0.25  0.25  0.   -1.  ],-2.1565502621915185,-0.1505630625968635,-1.1460408801536677,12.729354910282314,602.9995801751554,27.54757806925114,-1.348560370098279,34.53810018013722,-0.6116023418611569
[ 0.45  0.25  0.   -1.  ],603.8132799646644,681.0965129300829,629.5143421366002,472.24766160305137,650.9514114693219,422.16785593576253,472.5202725257477,957.869613735448,691.271038424233
[ 0.45  0.35  0.   -1.  ],32.682078742769505,5.313155917507769,137.73590748446856,112.75787038346651,921.4071624030202,48.65821995378763,49.4399687430518,113.67110623384036,94.21712012777459
[ 0.55  0.35  0.   -1.  ],685.7484413136251,298.6154316518066,652.8268134739832,506.70605120276537,961.0513468322396,314.40130554376015,684.9385302426676,638.8169278317841,649.3435594884471
[ 0.55  0.45  0.   -1.  ],1.9141080110597222,3.779134417553056,1.160630164568736,20.87561728972446,-0.3547906454389824,0.11318440925251752,-0.48823939660926985,11.907340620979548,741.0441619957861
[ 0.55  0.25  0.   -1.  ],-0.09059375832330198,22.47265287163793,113.05011124234983,56.73652898297959,10.106440511732016,102.39735666330772,24.39336474938825,950.6073652979741,59.09604117404292
[ 0.45  0.45  0.   -1.  ],12.352988990605043,-0.6883389185508574,-0.10232722326019639,-0.6916482583753636,11.956349024991887,-0.4337871953080852,11.953980667396857,-0.569025646738231,521.0870443357367
[ 0.55  0.55  0.   -1.  ],-0.3827098590577118,-0.47965947734969333,-0.07078679321906171,-0.15245119735204254,0.0,-0.21432185919278104,67.60960862425436,-0.4188335858818902,-0.12247897700103201
[ 0.55  0.65  0.   -1.  ],-0.2299568541948447,0.0,-0.1312541872310217,-0.23765728565289626,-0.15705680661607313,-0.27501966404214634,0.0,0.0,-0.19027213177874144
[ 0.45  0.75  0.   -1.  ],-0.15705680661607313,0.0,0.0,0.0,0.0,0.0,-0.47965947734969333,-0.47965947734969333,0.0
[ 0.35  0.65  0.   -1.  ],-0.13994164535871148,-0.1654862385499124,-0.21432185919278104,-0.28226946740172487,-0.1312541872310217,-0.5657686732081881,-0.2299568541948447,-0.28226946740172487,-0.21432185919278104
[ 0.25  0.75  0.   -1.  ],0.0,0.0,0.0,-0.26769663034560237,0.0,0.0,0.0,0.0,0.0
[ 0.15  0.75  0.   -1.  ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0.65 0.15 5.   0.  ],1.2014969702774088,424.5596148748964,3.022414325062148,1.9545471260013594,2.1945892366485626,1.9513725852118946,1.217756797632455,3.0620729822192323,2.4507899888007203
[0.55 0.25 4.   0.  ],1.9075022963719628,5.573236520521042,6.90446674367338,0.6271976111736162,26.710301926168388,0.1570058558484812,6.031207576647763,897.8274823427804,58.35680294602546
[0.65 0.05 5.   0.  ],0.4967045428398489,1.3883871306502835,0.4631052478340219,0.8924420888525145,4.115232146345317,0.2736092618967748,0.9611734436586807,0.8116684459089433,1.4009104968091326
[0.75 0.05 5.   0.  ],2.0663770368147594,0.409312240259154,2.668993363605967,1.0648139202600129,0.8510714883929165,7.004294825873853,1.81555197118034,1.0587935332822316,5.656543706489938
[0.65 0.35 5.   0.  ],931.6747786961057,944.5974977645262,941.1438194929901,879.5153799013913,923.1287064983345,798.3868891674042,836.752739046173,961.4136093597017,909.1512383492789
[0.75 0.25 5.   0.  ],84.09872085359378,100.0967814706121,13.121318717036715,73.01334947312402,33.121472964424015,940.8515688219901,48.9945021654729,14.677058224937628,7.1623364394422655
[ 0.45  0.65  0.   -1.  ],0.0,-0.10466174574128355,-0.15705680661607313,-0.280189308512862,-0.25282790566840363,-0.26769663034560237,0.0,0.0,0.0
[ 0.35  0.75  0.   -1.  ],-0.06793465209301,0.0,0.0,0.0,0.0,-0.21432185919278104,0.0,0.0,-0.14854222890512436
[ 0.25  0.85  0.   -1.  ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1312541872310217
[ 0.45  0.55  0.   -1.  ],-0.18209306240276912,-0.39499393286246337,-0.24097946008289564,-0.1616590185503845,-0.10026441301639014,-0.40494633575781264,-0.18744791685361153,-0.19836941046095402,6.603143596588018
[0.65 0.25 5.   0.  ],285.7702293014511,956.350566595672,121.34999026319915,160.73795887578643,172.2730173092377,251.77028860871974,137.11073006421609,50.075415088672585,83.72011293834647
[0.55 0.35 4.   0.  ],43.438135606305735,66.29071401876772,5.94508201172113,2.240990566545151,115.72749405960971,1.6333643522154009,0.9519181505330024,63.61211383218392,928.9981190389858
[0.45 0.25 3.   0.  ],0.0,0.0,0.142265279234446,0.12247897700103201,0.0,0.42923390432773345,1.8267572526788447,0.0,0.0
[0.35 0.35 2.   0.  ],0.0,0.0,0.0,0.0,0.0,6.275947937215492,0.0,0.0,0.0
[ 0.65  0.65  0.   -1.  ],-0.20638571635634448,-0.18209306240276912,-0.17383137616441327,-0.1654862385499124,-0.0864827525163591,-0.15705680661607313,0.0,0.0,-0.13994164535871148
[0.85 0.05 5.   0.  ],0.8092140767931779,0.0,0.0,0.9229195895999545,2.233004917997019,0.0,0.0,0.28170969244259997,0.0
[0.95 0.05 5.   0.  ],0.2923737721067232,0.2070720159909126,2.4277477996115335,0.9238163404368408,1.0221245730017612,0.3816101635162491,0.7802357457580582,0.0,0.0
[0.85 0.25 5.   0.  ],13.772683624366076,0.10774347413274163,0.6501942928271928,1.2093202838604262,0.8164661879224676,201.7788041979359,4.799582956390277,0.0,0.6187320772061461
[0.75 0.15 5.   0.  ],7.6913016404002885,3.650481489312547,0.5553802168462403,2.4834731842597573,1.752057758633852,219.04089788915735,2.8843263170728246,2.0894239713312652,1.2786849771268771
[ 0.65  0.75  0.   -1.  ],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[0.85 0.35 5.   0.  ],19.699099109469355,0.1889749316823754,0.20725062335925257,1.6198614657306165,0.2866329050138589,18.15273025353067,272.5728108530433,1.3484514799226677,0.5402214886420358
[0.55 0.45 4.   0.  ],47.35403541113129,3.334516344290498,11.82184109464828,0.8091996340861007,20.04569058682268,1.1252414042353258,3.0396191125874474,26.70865878534158,845.0452420182028
[0.55 0.45 3.   0.  ],0.5223815836193092,0.0,0.0,0.0,0.0,0.28419389971746956,0.23096214772597565,0.280484438469084,246.78705166357133
[0.75 0.35 5.   0.  ],140.19420565360485,226.05399593793038,480.84797733958203,960.5025864394265,93.59423190365017,308.30833242148066,209.38586388088166,190.5335903840001,56.873426142081705
[0.45 0.35 3.   0.  ],0.0,1.4879673705320628,0.0,0.9474420844202815,0.0,0.1476287701516403,0.0,0.0,22.79257936794389
[0.45 0.35 2.   0.  ],0.0,0.0,0.0,0.0,0.15276528225235828,0.9690376870374374,0.13994164535871148,0.1803064927054073,0.0
[0.45 0.35 1.   0.  ],0.0,0.0,0.0,-0.18918155127038938,0.031356874600803226,0.0,35.77669987440766,0.0,14.05722492795888
[0.45 0.45 3.   0.  ],0.0,0.1286098944117021,0.0,0.0,0.0,0.1740938010209175,0.0,0.0,3.8826199682884797
[0.55 0.35 2.   0.  ],33.69555965418218,0.0,5.989456572475442,0.0,0.0,0.0,0.2977316542900925,0.3275213035845931,0.0
[0.55 0.35 1.   0.  ],5.837994510747452,0.0,0.3643366472206991,4.897142499636653,252.61013721931948,-0.07362307242446227,0.5311925685056228,9.493619502845513,0.0
[0.55 0.25 3.   0.  ],41.79049092262693,1.3580325815837415,0.4517388632941298,0.6790534132685111,5.289981286737924,0.5837409500709207,2.6576653139258206,275.5106536892548,4.944403843415919
[0.55 0.25 2.   0.  ],2.213179873624458,6.960817032364317,1.0753299498461062,0.0,0.293470987479779,3.148256777612903,116.13939504389718,0.0,0.0
[0.55 0.25 1.   0.  ],1.805676935558139,0.10576050545783967,0.0,0.0,0.49396466603862427,0.0,0.011279717576269572,246.35980724460094,0.45964287021749967
[0.35 0.25 1.   0.  ],0.0,0.0,0.0,0.0,0.0,-0.3573971580162667,0.0,0.0,0.0
